"","pid.chr","data.i","position","logratio"
"1","220.11",1,457136,0.0468402542029724
"2","220.11",2,2105352,0.0143552929770701
"3","220.11",3,2135858,-0.147202107181229
"4","220.11",4,2271158,0.0908534304511135
"5","220.11",5,2789097,-0.0306192350583921
"6","220.11",6,2803384,0.144046369616707
"7","220.11",7,2817708,0.133563525741106
"8","220.11",8,2890249,0.13224779829844
"9","220.11",9,2976487,0.0299828662157143
"10","220.11",10,3742256,0.0538064436957938
"11","220.11",11,3805789,0.113700499164728
"12","220.11",12,5254284,0.282143228781498
"13","220.11",13,6587547,0.111031312388744
"14","220.11",14,8188105,0.186500557644495
"15","220.11",15,8265605,0.166072675946706
"16","220.11",16,9473839,0.230203013366421
"17","220.11",17,10570277,0.177598929327733
"18","220.11",18,11423920,0.206643223983395
"19","220.11",19,11801209,0.222804561045261
"20","220.11",20,12419060,0.167357927738514
"21","220.11",21,13511492,0.0813396274519388
"22","220.11",22,13715008,-0.0276749584428483
"23","220.11",23,15823279,0.117695042669755
"24","220.11",24,17279339,0.253384235800074
"25","220.11",25,18194024,0.235114320376357
"26","220.11",26,18352021,0.137503523749935
"27","220.11",27,18441433,0.12961273813047
"28","220.11",28,21254659,0.186500557644495
"29","220.11",29,22377066,0.242450073677701
"30","220.11",30,22487372,0.282143228781498
"31","220.11",31,23489316,0.0922074380970889
"32","220.11",32,26915509,0.134878054343112
"33","220.11",33,28205422,0.113700499164728
"34","220.11",34,31779739,0.195347598322219
"35","220.11",35,31984172,-0.0969617298870879
"36","220.11",36,32333104,0.212880566344385
"37","220.11",37,32336937,0.167357927738514
"38","220.11",38,32344790,0.124328135002202
"39","220.11",39,32353149,0.197865391353738
"40","220.11",40,33878355,0.168642035558839
"41","220.11",41,35271328,0.0579700686373299
"42","220.11",42,35782502,0.196607044094818
"43","220.11",43,36367320,0.126972856257766
"44","220.11",44,37790446,0.108357178090419
"45","220.11",45,39344507,0.0731347046302154
"46","220.11",46,40379942,0.183962834842595
"47","220.11",47,41188693,0.351628329102782
"48","220.11",48,41671581,0.112366523072563
"49","220.11",49,42810395,0.205392512989685
"50","220.11",50,44063291,-0.036525876025114
"51","220.11",51,44465184,0.0271540515037266
"52","220.11",52,44763491,0.126972856257766
"53","220.11",53,47237859,0.0799753767205959
"54","220.11",54,47293660,0.0565835283663675
"55","220.11",55,48303922,0.12565110166152
"56","220.11",56,50122076,0.160920188181103
"57","220.11",57,51552628,0.196607044094818
"58","220.11",58,55915262,0.259423152281415
"59","220.11",59,55968615,0.205392512989685
"60","220.11",60,57012200,-0.0439433475875971
"61","220.11",61,57329026,-0.0115879742752118
"62","220.11",62,57439356,0.0412429822318813
"63","220.11",63,58882603,0.11503324294624
"64","220.11",64,60318070,0.173767067736706
"65","220.11",65,61717310,-0.00868224309980088
"66","220.11",66,63177043,0.12300395405482
"67","220.11",67,63765050,-0.0159575739029762
"68","220.11",68,64525041,0.0243196791954129
"69","220.11",69,64538991,0.063502942306158
"70","220.11",70,65372024,0.0894981508391026
"71","220.11",71,65884999,0.150559676575381
"72","220.11",72,67189097,0.0717626693000913
"73","220.11",73,68701542,0.0412429822318813
"74","220.11",74,68744795,-0.00578235259400611
"75","220.11",75,69283226,0.12961273813047
"76","220.11",76,69360977,0.160920188181103
"77","220.11",77,69442994,0.11503324294624
"78","220.11",78,69453451,0.246104009883917
