"","pid.chr","data.i","position","logratio"
"1","20109.13",1,19026950,-0.355642797670089
"2","20109.13",2,19037853,-0.39102219362707
"3","20109.13",3,19044097,-0.722763312897716
"4","20109.13",4,19045628,1.24537022381827
"5","20109.13",5,19045720,0.923354778193295
"6","20109.13",6,19059494,0.903121028778995
"7","20109.13",7,19064899,0.35031713544121
"8","20109.13",8,19067662,-0.0267605282245365
"9","20109.13",9,19085315,-0.431787404077761
"10","20109.13",10,19096937,0.58968305111292
"11","20109.13",11,19102180,0.413345902432911
"12","20109.13",12,19119150,0.0521959195780406
"13","20109.13",13,19123496,-0.327359953200559
"14","20109.13",14,19135292,0.337477497469131
"15","20109.13",15,19135704,0.171601763784413
"16","20109.13",16,19143825,-0.108892081229306
"17","20109.13",17,19153971,-0.12829202091527
"18","20109.13",18,19166576,-0.132259450647925
"19","20109.13",19,19174634,-0.107329572638053
"20","20109.13",20,19175176,-0.634814535100102
"21","20109.13",21,19177171,-0.188095461552454
"22","20109.13",22,19179378,-0.981238040040922
"23","20109.13",23,19184347,-0.616763234161292
"24","20109.13",24,19187799,0.671601080704662
"25","20109.13",25,19192680,-0.822653093481036
"26","20109.13",26,19197917,0.326451242498341
"27","20109.13",27,19206085,-0.570561051724424
"28","20109.13",28,19207115,-0.071637896589543
"29","20109.13",29,19212262,0.471047347579854
"30","20109.13",30,19212412,0.480582566588809
"31","20109.13",31,19213878,0.322675559429563
"32","20109.13",32,19214302,1.15224249064368
"33","20109.13",33,19215668,-0.861446268655522
"34","20109.13",34,19215674,0.350227774742184
"35","20109.13",35,19215962,-0.0930867346998383
"36","20109.13",36,19221245,0.112369393605528
"37","20109.13",37,19224440,0.444328952543452
"38","20109.13",38,19226222,0.549193609782198
"39","20109.13",39,19226629,0.0549470817596545
"40","20109.13",40,19226721,-0.399857193119785
"41","20109.13",41,19236189,-0.0436514458000952
"42","20109.13",42,19238083,0.241132604500211
"43","20109.13",43,19238356,-0.0833990396835711
"44","20109.13",44,19240689,0.423180182838903
"45","20109.13",45,19249155,0.135960856709864
"46","20109.13",46,19249605,-0.763488300468611
"47","20109.13",47,19253331,-1.63031397403039
"48","20109.13",48,19254876,-1.49063253028962
"49","20109.13",49,19254916,0.124918803126661
"50","20109.13",50,19257568,-0.521896843855131
"51","20109.13",51,19260565,-0.0807189230435208
"52","20109.13",52,19261301,-0.56416966954534
"53","20109.13",53,19262113,-0.186496255345433
"54","20109.13",54,19264827,0.283838876713467
"55","20109.13",55,19266421,-1.2912300520396
"56","20109.13",56,19266474,-1.33663219789269
"57","20109.13",57,19267231,-0.439315048670081
"58","20109.13",58,19267289,0.16452954669686
"59","20109.13",59,19273325,-2.04679492155144
"60","20109.13",60,19286856,-0.373070596933558
"61","20109.13",61,19286968,0.0716535605767792
"62","20109.13",62,19287513,-0.076342531495091
"63","20109.13",63,19287661,-0.665251647226852
"64","20109.13",64,19292476,-1.29658070239863
"65","20109.13",65,19293305,0.049369379136019
"66","20109.13",66,19294015,0.876367237598358
"67","20109.13",67,19294776,0.66034747504018
"68","20109.13",68,19296323,-0.346242977321326
"69","20109.13",69,19301166,0.235365575190027
"70","20109.13",70,19302864,0.237237735080484
"71","20109.13",71,19303470,-0.79563725638347
"72","20109.13",72,19303680,-0.783387232261626
"73","20109.13",73,19306186,0.0184828973019036
"74","20109.13",74,19307316,0.143965068275435
"75","20109.13",75,19310436,-0.415724573812023
"76","20109.13",76,19311241,0.320695716088532
"77","20109.13",77,19311608,-0.188326929095
"78","20109.13",78,19311780,0.0231055230888639
"79","20109.13",79,19314519,0.0156459094608756
"80","20109.13",80,19315174,0.144191394879934
"81","20109.13",81,19318367,-0.472903003919863
"82","20109.13",82,19318639,-0.471501238231321
"83","20109.13",83,19319635,0.4079456907591
"84","20109.13",84,19368655,0.340266956995547
"85","20109.13",85,19368693,-0.115491235319963
"86","20109.13",86,19368726,0.472164307172549
"87","20109.13",87,19369082,0.126422462562624
"88","20109.13",88,19369101,-0.680403855352625
"89","20109.13",89,19369311,-0.909120691255661
"90","20109.13",90,19369437,-1.74379224436457
"91","20109.13",91,19369541,-0.0973482627054532
"92","20109.13",92,19369573,-0.461947791095879
"93","20109.13",93,19369593,-1.02720311590732
"94","20109.13",94,19383274,1.28121793834894
"95","20109.13",95,19395639,0.101093184137941
"96","20109.13",96,19398554,-0.349652753837439
"97","20109.13",97,19398770,0.262446944679739
"98","20109.13",98,19398783,-0.855754539818415
"99","20109.13",99,19398808,-0.612648720092665
"100","20109.13",100,19399981,0.298715126858764
"101","20109.13",101,19400873,-0.202057889458365
"102","20109.13",102,19401407,1.0224870690726
"103","20109.13",103,19402079,-2.33866585095901
"104","20109.13",104,19402324,0.014609369033237
"105","20109.13",105,19402599,-1.58114769118735
"106","20109.13",106,19402743,1.06672203044841
"107","20109.13",107,19405451,-0.947346918999826
"108","20109.13",108,19405497,0.0984245782218895
"109","20109.13",109,19405633,-0.636132986686444
"110","20109.13",110,19406033,0.10620271493358
"111","20109.13",111,19407139,0.1182688618608
"112","20109.13",112,19407152,-0.0140113947429352
"113","20109.13",113,19407166,0.242636771896954
"114","20109.13",114,19407912,-0.561270820327852
"115","20109.13",115,19408095,0.8628189716955
"116","20109.13",116,19408106,1.22788535149527
"117","20109.13",117,19408186,0.345513955310497
"118","20109.13",118,19409095,-0.381742106112828
"119","20109.13",119,19409219,0.795381620887802
"120","20109.13",120,19409326,-0.482215105935262
"121","20109.13",121,19409710,0.380497174148537
"122","20109.13",122,19409848,0.753034446255985
"123","20109.13",123,19412288,-1.72325346935313
"124","20109.13",124,19417086,-0.285435046151457
"125","20109.13",125,19418361,0.0223830337561921
"126","20109.13",126,19418531,0.345582379303234
"127","20109.13",127,19418633,0.577503754247984
"128","20109.13",128,19418889,0.507447440529899
"129","20109.13",129,19426562,-0.926744639824919
"130","20109.13",130,19436301,-0.33338207919028
"131","20109.13",131,19438807,0.258544294804248
"132","20109.13",132,19438832,-0.0269104794819022
"133","20109.13",133,19444039,-0.0315807578993628
"134","20109.13",134,19448396,-0.0566819043023026
"135","20109.13",135,19450806,-0.165063819649719
"136","20109.13",136,19450822,-0.31706443241886
"137","20109.13",137,19450905,-0.342158924067048
"138","20109.13",138,19450957,-0.272462124250093
"139","20109.13",139,19451397,-0.506622636267944
"140","20109.13",140,19453056,0.22327801505566
"141","20109.13",141,19453458,-0.365382810939702
"142","20109.13",142,19454769,-0.939940110451357
"143","20109.13",143,19455439,-0.0698628719411278
"144","20109.13",144,19455651,1.10333278137662
"145","20109.13",145,19455957,0.0502312203498043
"146","20109.13",146,19460341,-0.210366466058216
"147","20109.13",147,19460559,-0.257202652626051
"148","20109.13",148,19461485,0.202900088593469
"149","20109.13",149,19464042,0.19463201275672
"150","20109.13",150,19464174,0.235027470555686
"151","20109.13",151,19466572,0.138020646091069
"152","20109.13",152,19468896,-0.497168363608572
"153","20109.13",153,19469589,-0.880759711687423
"154","20109.13",154,19479001,-0.306351258139399
"155","20109.13",155,19479440,-0.819716895949323
"156","20109.13",156,19482529,0.650183680793691
"157","20109.13",157,19482724,1.46423223398154
"158","20109.13",158,19482810,-0.0429995621712145
"159","20109.13",159,19485612,-0.324381890168238
"160","20109.13",160,19487049,-0.544149684658569
"161","20109.13",161,19487784,-0.554910439779434
"162","20109.13",162,19493964,-0.582325938371277
"163","20109.13",163,19494810,0.082961530894667
"164","20109.13",164,19494986,0.955181426534863
"165","20109.13",165,19496928,0.369543650053422
"166","20109.13",166,19497448,-0.473915533485589
"167","20109.13",167,19500747,-0.540673753406544
"168","20109.13",168,19512062,-0.849808440031663
"169","20109.13",169,19512958,0.268843459412948
"170","20109.13",170,19515821,-0.787037969051856
"171","20109.13",171,19516738,0.497655678822757
"172","20109.13",172,19520115,0.0980589851146743
"173","20109.13",173,19520888,-0.784482829088944
"174","20109.13",174,19520922,0.343663284688964
"175","20109.13",175,19521294,0.444440595988785
"176","20109.13",176,19521975,-0.135241166202364
"177","20109.13",177,19523734,0.0766754416392237
"178","20109.13",178,19523949,0.76978571127409
"179","20109.13",179,19524631,0.186482241521587
"180","20109.13",180,19524950,0.916036424510836
"181","20109.13",181,19525186,-0.0508535375684094
"182","20109.13",182,19527891,0.483369228123002
"183","20109.13",183,19528820,0.242684555739044
"184","20109.13",184,19529487,-0.076680621807074
"185","20109.13",185,19529558,0.0675079543905657
"186","20109.13",186,19533776,0.335039692393729
"187","20109.13",187,19538142,-0.59479487586608
"188","20109.13",188,19538452,0.0167195203451991
"189","20109.13",189,19538886,0.548548750261745
"190","20109.13",190,19539371,-1.35581587839396
"191","20109.13",191,19543255,-1.0588686028401
"192","20109.13",192,19543915,-0.157239596272426
"193","20109.13",193,19544643,0.473384257049639
"194","20109.13",194,19549269,0.419785952311226
"195","20109.13",195,19549527,0.590155739397532
"196","20109.13",196,19550830,0.578882602544842
"197","20109.13",197,19550924,0.589393586125916
"198","20109.13",198,19551159,0.73033427357182
"199","20109.13",199,19551194,0.300983864723739
"200","20109.13",200,19551802,0.287692568093649
"201","20109.13",201,19552050,-0.789143709651151
"202","20109.13",202,19552473,-0.276291433090947
"203","20109.13",203,19553045,-0.401144347239687
"204","20109.13",204,19553115,-0.11259712949124
"205","20109.13",205,19553176,0.267958963784419
"206","20109.13",206,19554071,-0.518981015805555
"207","20109.13",207,19557151,0.274145245741798
"208","20109.13",208,19559652,0.38535542315075
"209","20109.13",209,19564307,2.23190905421825
"210","20109.13",210,19564715,0.13995981729002
"211","20109.13",211,19565056,0.145551854196689
"212","20109.13",212,19571544,0.858909123218289
"213","20109.13",213,19571629,1.17511009796412
"214","20109.13",214,19571844,0.583278497353569
"215","20109.13",215,19571874,-0.350665835084275
"216","20109.13",216,19573146,0.758789133410628
"217","20109.13",217,19576380,-0.153096856447285
"218","20109.13",218,19581842,-0.0682783478149496
"219","20109.13",219,19583663,0.156717538949841
"220","20109.13",220,19586754,0.63795196121988
"221","20109.13",221,19586857,0.260908771883067
"222","20109.13",222,19588659,-0.0457674968550075
"223","20109.13",223,19589532,-1.25464761800768
"224","20109.13",224,19590336,-0.106122335146943
"225","20109.13",225,19591374,-0.366058304432289
"226","20109.13",226,19591386,0.772589939694948
"227","20109.13",227,19592334,-0.0899777887684587
"228","20109.13",228,19592387,-0.406463688655929
"229","20109.13",229,19595102,-1.73896124249986
"230","20109.13",230,19595391,0.267538912114268
"231","20109.13",231,19595414,0.707374072388219
"232","20109.13",232,19596332,-0.29210297793639
"233","20109.13",233,19596386,-0.0069528947856341
"234","20109.13",234,19596555,-0.358201609094727
"235","20109.13",235,19599044,-0.457167575525074
"236","20109.13",236,19602539,0.120005339606839
"237","20109.13",237,19604054,0.982852698075672
"238","20109.13",238,19604439,0.187597855669908
"239","20109.13",239,19604485,0.527552303239422
"240","20109.13",240,19605411,0.170612231378112
"241","20109.13",241,19610330,-1.54133867183866
"242","20109.13",242,19611008,-0.313569812736929
"243","20109.13",243,19611203,0.298922347203441
"244","20109.13",244,19611249,-0.808910328228488
"245","20109.13",245,19612262,0.391376311459571
"246","20109.13",246,19612351,0.491426748265456
"247","20109.13",247,19613628,0.498531286472953
"248","20109.13",248,19615769,0.136924753209265
"249","20109.13",249,19617769,0.233117878132235
"250","20109.13",250,19617899,-0.258909132550759
"251","20109.13",251,19618141,-1.62974857522481
"252","20109.13",252,19618304,-0.0962703713912854
"253","20109.13",253,19622143,0.370421994780242
"254","20109.13",254,19623503,1.09221611936253
"255","20109.13",255,19623713,0.231188193620262
"256","20109.13",256,19625104,1.11943857876926
"257","20109.13",257,19625153,-0.814962117068418
"258","20109.13",258,19625269,0.544656793619571
"259","20109.13",259,19625340,0.737846078251953
"260","20109.13",260,19625826,0.936960846835654
"261","20109.13",261,19626534,0.646207994097575
"262","20109.13",262,19626675,0.42263439153353
"263","20109.13",263,19626818,-0.0806703163596483
"264","20109.13",264,19626942,0.701303285263504
"265","20109.13",265,19630761,0.169188049634481
"266","20109.13",266,19631157,-0.621105396713379
"267","20109.13",267,19631468,0.264739784365958
"268","20109.13",268,19631600,0.860475333781541
"269","20109.13",269,19631628,0.566425804129945
"270","20109.13",270,19633215,-0.2912559650865
"271","20109.13",271,19633566,0.540671098934134
"272","20109.13",272,19633920,0.777275499911311
"273","20109.13",273,19634077,0.688406012061578
"274","20109.13",274,19634208,0.00706559530658613
"275","20109.13",275,19634794,0.175431794596283
"276","20109.13",276,19634890,-0.307436147514484
"277","20109.13",277,19643179,-0.172691769048596
"278","20109.13",278,19645551,-0.20421995016328
"279","20109.13",279,19646283,0.159565823953075
"280","20109.13",280,19646297,-1.29097351421836
"281","20109.13",281,19646687,0.12339811112085
"282","20109.13",282,19647854,0.271402265235516
"283","20109.13",283,19650530,-0.0324573715837184
"284","20109.13",284,19650545,-0.717822282006099
"285","20109.13",285,19650695,-0.437138952410913
"286","20109.13",286,19650816,-0.5862619305096
"287","20109.13",287,19651236,0.0119214546313895
"288","20109.13",288,19651499,-0.750370073713701
"289","20109.13",289,19656140,-1.0723486297509
"290","20109.13",290,19658702,-0.468321105279531
"291","20109.13",291,19659280,-0.3105433377146
"292","20109.13",292,19659363,-1.52030106067579
"293","20109.13",293,19663412,-1.64429099689784
"294","20109.13",294,19666446,0.0419518497024836
"295","20109.13",295,19667272,0.0242941754771078
"296","20109.13",296,19668059,0.534384797124566
"297","20109.13",297,19668087,-0.83256688327727
"298","20109.13",298,19668347,0.117450352580829
"299","20109.13",299,19671139,-0.312893472512084
"300","20109.13",300,19671688,-0.513917247966733
"301","20109.13",301,19673155,0.191407946703917
"302","20109.13",302,19675226,-0.464353140671136
"303","20109.13",303,19675587,0.302183527484181
"304","20109.13",304,19676181,0.363343725364889
"305","20109.13",305,19676256,-0.379037988272738
"306","20109.13",306,19685533,-0.288587989563063
"307","20109.13",307,19685813,-0.206825472647013
"308","20109.13",308,19686550,-0.22217450633145
"309","20109.13",309,19687516,0.0431924147654694
"310","20109.13",310,19687702,-0.215333238709495
"311","20109.13",311,19687814,0.009927543797005
"312","20109.13",312,19687999,0.608059244005333
"313","20109.13",313,19690076,0.321708760163692
"314","20109.13",314,19694990,0.462214060582187
"315","20109.13",315,19699291,0.499330800627106
"316","20109.13",316,19700059,0.213291538034381
"317","20109.13",317,19700769,-0.264915320933356
"318","20109.13",318,19700783,0.419557442746005
"319","20109.13",319,19700922,0.460643182578472
"320","20109.13",320,19701025,0.103280260928015
"321","20109.13",321,19701503,0.186179526424538
"322","20109.13",322,19701638,-0.801269408254515
"323","20109.13",323,19703657,0.58006921996765
"324","20109.13",324,19703826,0.620659885649732
"325","20109.13",325,19707345,-1.07570494926268
"326","20109.13",326,19707909,0.831335163974445
"327","20109.13",327,19710633,0.556505197024673
"328","20109.13",328,19720174,0.0705970938580034
"329","20109.13",329,19721350,0.638890058541349
"330","20109.13",330,19721780,-0.377600061406898
"331","20109.13",331,19721780,0.211953521155899
"332","20109.13",332,19721849,-0.158116315881447
"333","20109.13",333,19722330,-0.221891330650288
"334","20109.13",334,19722448,0.7205195869928
"335","20109.13",335,19722618,0.768292440280494
"336","20109.13",336,19722801,0.312050655595926
"337","20109.13",337,19723511,1.27912199398164
"338","20109.13",338,19724183,-1.70511822726732
"339","20109.13",339,19724495,-0.188238328165363
"340","20109.13",340,19725097,-0.456918905594887
"341","20109.13",341,19729068,0.506285479785949
"342","20109.13",342,19730552,0.763736509738263
"343","20109.13",343,19731877,-0.979034129833516
"344","20109.13",344,19732017,-0.702314338403299
"345","20109.13",345,19732049,-0.450692737202268
"346","20109.13",346,19732312,0.986316653097098
"347","20109.13",347,19733374,0.782611998347991
"348","20109.13",348,19733849,0.0730490253274487
"349","20109.13",349,19734311,-0.497479186945644
"350","20109.13",350,19734722,-0.086403549493836
"351","20109.13",351,19734835,0.792234492485792
"352","20109.13",352,19736208,1.25988900387822
"353","20109.13",353,19737380,-0.73854673458148
"354","20109.13",354,19738201,-0.405137972934964
"355","20109.13",355,19738996,-0.672153387274099
"356","20109.13",356,19739018,-0.190257722654417
"357","20109.13",357,19739061,0.178179483046986
"358","20109.13",358,19739165,-0.105720562137505
"359","20109.13",359,19741478,0.309949514064006
"360","20109.13",360,19741895,0.88276127994522
"361","20109.13",361,19743060,-0.580253207461389
"362","20109.13",362,19743532,0.256921879402412
"363","20109.13",363,19745096,0.158300823954
"364","20109.13",364,19745251,-0.452995973515011
"365","20109.13",365,19746192,0.264155309798125
"366","20109.13",366,19746331,-0.199750642112997
"367","20109.13",367,19746610,0.330716949051426
"368","20109.13",368,19747890,0.244954114296129
"369","20109.13",369,19748350,-0.798244766526908
"370","20109.13",370,19751037,0.590694480381981
"371","20109.13",371,19751932,0.271114741258851
"372","20109.13",372,19751973,0.443691512644457
"373","20109.13",373,19752625,0.73779243809036
"374","20109.13",374,19752733,0.753036011891207
"375","20109.13",375,19752836,-0.275879619512586
"376","20109.13",376,19752840,0.455916606698039
"377","20109.13",377,19756063,0.237343835705125
"378","20109.13",378,19759647,-0.904295027698521
"379","20109.13",379,19766857,-0.216018209668639
"380","20109.13",380,19767101,-0.609815084403115
"381","20109.13",381,19773379,-0.532793213586787
"382","20109.13",382,19773514,0.662432621247846
"383","20109.13",383,19776854,0.73186975152599
"384","20109.13",384,19777094,-1.84186476785866
"385","20109.13",385,19777271,-1.14218399545116
"386","20109.13",386,19781461,-0.269287339230862
"387","20109.13",387,19781649,0.154099538067492
"388","20109.13",388,19781767,-0.66316931733317
"389","20109.13",389,19781925,0.00927608460378515
"390","20109.13",390,19782337,0.174016040973614
"391","20109.13",391,19785408,-0.644998455593552
"392","20109.13",392,19785422,0.0333871693455592
"393","20109.13",393,19786013,0.243430911099426
"394","20109.13",394,19786320,0.608181705919669
"395","20109.13",395,19798010,0.504542640989716
"396","20109.13",396,19801696,0.945633581771836
"397","20109.13",397,19802095,-0.14903561873773
"398","20109.13",398,19802480,-0.105479121101413
"399","20109.13",399,19803055,0.222928294978191
"400","20109.13",400,19805150,0.557827281578095
"401","20109.13",401,19805893,-0.00430004316908494
"402","20109.13",402,19808924,-1.00464342325671
"403","20109.13",403,19809389,-0.142493698876116
"404","20109.13",404,19809403,-0.447749916195433
"405","20109.13",405,19810505,0.307624467962108
"406","20109.13",406,19813448,0.377872741830171
"407","20109.13",407,19814247,0.589811257845589
"408","20109.13",408,19814422,-0.813459048542272
"409","20109.13",409,19824042,-0.0425815316927656
"410","20109.13",410,19825883,0.489441130826305
"411","20109.13",411,19828977,-0.950372544322393
"412","20109.13",412,19831718,-0.133611738543786
"413","20109.13",413,19834076,-1.66743304502839
"414","20109.13",414,19834250,0.113207408895299
"415","20109.13",415,19834619,0.292123520719163
"416","20109.13",416,19839604,-0.112067016121553
"417","20109.13",417,19839674,0.288822448036888
"418","20109.13",418,19839759,0.497781889655671
"419","20109.13",419,19839800,-0.18579717506752
"420","20109.13",420,19842532,0.83116585890194
"421","20109.13",421,19842533,0.36157991451713
"422","20109.13",422,19842776,-0.116891682425114
"423","20109.13",423,19845727,-1.14927430875631
"424","20109.13",424,19853309,-0.84975081416549
"425","20109.13",425,19861817,0.592758830925976
"426","20109.13",426,19861903,0.793923377924393
"427","20109.13",427,19862469,-0.950341233958296
"428","20109.13",428,19863319,-0.295234388879182
"429","20109.13",429,19872146,-0.745922181503716
"430","20109.13",430,19872404,0.0427824127019587
"431","20109.13",431,19872804,0.609511810886095
"432","20109.13",432,19873422,0.226220145649802
"433","20109.13",433,19877936,-0.603808511812627
"434","20109.13",434,19878325,-0.141642938693444
"435","20109.13",435,19878607,0.449893683360819
"436","20109.13",436,19880976,-0.25169184527995
"437","20109.13",437,19881097,-0.137413163956685
"438","20109.13",438,19881263,-0.000155369688192408
"439","20109.13",439,19882693,-0.649120215368573
"440","20109.13",440,19883162,0.277430164038727
"441","20109.13",441,19883672,0.170944267965695
"442","20109.13",442,19883871,0.527747038693783
"443","20109.13",443,19884220,-0.428516942801492
"444","20109.13",444,19887377,0.0699035556032594
"445","20109.13",445,19889997,0.186669866848473
"446","20109.13",446,19890107,0.782111459550292
"447","20109.13",447,19890898,0.53934839095025
"448","20109.13",448,19891140,0.21348387504081
"449","20109.13",449,19894041,0.267481667596251
"450","20109.13",450,19894070,-0.517508190872007
"451","20109.13",451,19894205,0.48861376913633
"452","20109.13",452,19894554,-0.587026566743481
